Domain	Topic	News	Label
Entertainment	Michelle Pfeiffer says she's 'looking towards rest and relaxation' now that her children are grown	"""Michelle Pfeiffer"" is now enjoying lots of free time nowadays. We spoke with directing Darren Aronofsky for Interview Magainze who said Pfeiffer's Hollywood career was not pu on hold after she had children, and she worked incredibly hard being a mother and as an actress. But now that they've grown up, she's decided that she needs a long vacation. ""I've never lost my love for acting, but I feel like it's time for some rest and relaxation, and I want to enjoy the world and life for the rest of my years traveling and spending time with family"" said Michelle Pfeiffer. Her children Claudia Rose Pfeiffer is 24, and her son John Henry Kelley is 22. This year, Michelle Pfeiffer won't star in any television shows or films. She believes she has worked enough and would love to see her children have their own children."	Fake
Celebrity	Kanye  est, No 'American Idol' For Me	No 'American Idol' For Me	Legit
Sports	Former IndyCar and Nascar driver David Steele killed by sniper during Florida race	"Sprint car veteran David Steele has been killed by a suspected sniper during a race in Florida. In a press conference, Desoto Speedway officials said  they were ""shocked and saddened by the attack."" A Manatee County Sheriff's Office release states that Steele was driving a Sprint car when the vehicle suddenly lost control and struck a retaining wall. Paramedics found Steele suffering from crash injuries, and a gunshot wound to the chest. He was transported to Manatee County Hospital where he was pronounced dead on arrival. Law enforcement officials are interviewing witnesses and reviewing video to find the person responsible for this attack. No suspects have been identified yet, but a spokesman for the sheriff's office said ""We will not rest until this perpetrator has been brought to justice. ""Steele was trying to win his 100th Florida race."	Fake
Celebrity	Tyga Reveals Details About Kylie Jenner Breakup	In a new interview with Big Boy TV, Tyga-a month out from his split with Kylie Jenner-revealed new information about what led to the couple's demise.	Legit
Celebrity	Jennifer Aniston sparks adoption rumors	Before you go, we thought you'd like these...	Legit
Education	Immigrate students could see the cost of an education heighten in the new future. Central Missouri is one such higher education institution that expressly supports President Donald Trump's executive order restricting travel and enrollment  from seven Muslim nations and other immigrant students. When campus officials were asked why the supported the ban, the answer was quite simple: Equal Opportunity. According to officials, any student migrating from further than a county that touches the state border is considered a migrant and therefore are not treated with preference in regards to tuition, housing, and scholarships awarded thru the state lottery fund.	"Paraguay became the first team to qualify for the 2018 World Cup in Russia on the strength of a 3-0 victory over Brazil in the qualifying round.  Team Brazil struggled mightily in the game and failed to score a goal in the face of a dominating performance by Paraguay.  Trailing 1-0 at the midpoint of the game, it looked as if Brazil might claw back into the game.  However, two late goals by Paraguay sealed the loss for Brazil.  Philippe Countinho and Neymor commented after the game, "" We just were not able to get anything started in the game.  We give alot of credit to the Paraguay team.  They were the better team today.""  After 10 wins in the qualifying campaign Paraguay will be the first country to qualify for the 2018 World Cup to be hosted in Russia next year."	Fake
Technology	Twitter adds more anti-abuse tools	Twitter has introduced more measures aimed at cutting down on the amount of abuse on the platform. Users will be able to limit what they see from certain types of account, particularly ones with no profile picture or information. Such accounts are often set up by trolls.	Legit
Celebrity	Khloe Kardashian’s Best Hair Moments This Fall: See Pics	July 24	Legit
Technology	Let there be light: German scientists test 'artificial sun'	"Scientists in Germany flipped the switch Thursday on what's being described as ""the world's largest artificial sun,"" a device they hope will help shed light on new ways of making climate-friendly fuels."	Legit
Business	Wells Fargo profits spike despite legal costs	"""Despite the looming court costs of its recent scandal, Wells Fargo bank has reported an increase in quarterly profits. Third quarter profit rose 2% to $6bn, up from $5.8bn last year. In response, the bank is hiring for positions which were previously cut when employees involved in the scandal were fired. The scandal involved employees opening up fake accounts in customers' names without the customers' knowledge. The latest report of profit increases has surprised many in and outside of the bank."""	Fake
Celebrity	The Mystery of How Kendall Met the Hadids Has Been Solved	Not too long ago Kendall Jenner and Gigi Hadid were just two young, unconnected girls who occasionally appeared on their family members' reality television show. Then the world blinked and all the sudden they were burgeoning supermodels and super influencers. Then the world blinked again and they were bonafide supermodel BFFs. Another blink and their sisters, Kylie and Bella, were also burgeoning influence and burgeoning models in their own right.	Legit
Sports	To Nurse or Not to Nurse,That is the Question	With so much controversy around breast feeding and women in the workforce, women in the public spotlight tend to air on the side of caution. While agreeing that breast is best,  super mom's and star athletes Sarah Wiltshire and Asha Francis agree that if one is going to have a career in public spotlight, and for the sake of their brand, decorum is the best option. 	Fake
Celebrity	J-Rod! Jennifer Lopez and Alex Rodriguez on Love, Beauty, and Redemption	Despite the surreal fame—and baggage—carried by Jennifer Lopez and Alex Rodriguez, their relationship makes perfect sense. Both started from modest backgrounds, hit the big time fast, and had to battle their own demons to survive. The new couple discuss everything from their nerve-racking first date to the “reveals” that forged their bond.	Legit
Celebrity	Selena Gomez  as Spotted at The  eeknd's Gig Last Night	Selena Gomez and The  eeknd continue to be one of the cutest couples around. Following Gomez's revelation that she underwent a kidney transplant, it was revealed that the singer allegedly went into kidney failure while visiting The  eeknd on tour over the summer. However, now that Gomez has made a full recovery, she's been spotted at another one of The  eeknd's gigs, and she couldn't look happier.	Legit
Education	The New York City public school system has publicly denounced the Kellogg Company for the companies support of America's controversial travel ban. Instead the school system took many submissions from illegal immigrants from the area and a student taste test to decide a menu that is deemed cultural and ethnically harmonious. Students can now choose thick Canadian syrup for breakfast as well as other traditional foods from around the world. The program thus far has been met with high praise from the social justice warrior community as well as the parents from this highly Liberal area. Hopes are to have this kind of shift happen to all schools in the Northeast by the end of 2018.	"""The famous basketball legend Michael Jordan autographed basketball sold in Ebay's live auctions Friday for more than $5 million setting a record for the highest sales price for sports memorabilia according to Sotheby's which conducted the auction. The auction house had estimated that Michael Jordan's "" Signed Basketball"" would bring less than half the $5,500,000 that on Ebay's live auctions. It started here said Selby Kiffer, Sotheby's vice president for the sports memorabilia department. Naismith, a Canadian physical education instructor working at a New England YMCA, created the game of Basket Ball"" so students could play a sport indoors in winter. Naismith had no idea his invention would catch on so rapidly after the YMCA movement introduced it on an international level."""	Fake
Celebrity	George Clooney's $220M  edding Disaster - Prenup Feud, Guest List Flub & Planner Quit!	George Clooney's upcoming nuptials to fiancee Amal Alamuddin is turning out to be disastrous - a prenup the couple has been arguing over, worries about a guest list feud and their wedding planner quitting - and the couple might not even make it down the aisle!	Fake
Entertainment	 George Michael portrait by Damien Hirst sells for $580	"000  ""A portrait of the late George Michael by artist Damien Hirst has sold for just under half a million pounds at a charity auction. The money raised from the sale of Beautiful Beautiful George Michael Love Painting will go to HIV/Aids charity The Goss-Michael Foundation. The charity was founded by Michael and his former partner Kenny Goss. Goss posted an image of the artwork on Instagram  writing: ""Amazing result of $580 000 (around £461 011)."" He described Damien Hirst as a ""superstar""  adding: ""Thank you Damien!"" The canvas went under the hammer in Dallas  Texas  at the MTV Re:define charity gala. Michael  who enjoyed a lucrative pop career as one half of duo Wham before embarking on a successful solo career  died on Christmas Day last year at the age of 53."	Legit
Entertainment	 Michelle Pfeiffer says she's 'more open' to work now that her children are grown	"Michelle Pfeiffer is juggling a much busier schedule these days. Speaking with director Darren Aronofsky for Interview magazine  she said her Hollywood career was put on the back burner after she had children  but she's now ready to get back in the game. ""I've never lost my love for acting. I feel really at home on the movie set. I'm a more balanced person honestly when I'm working  Pfeiffer told Aronofsky. But I was pretty careful about where I shot  how long I was away  whether or not it worked with the kids' schedule. And I got so picky that I was unhirable."" She's now an ""empty nester  she said; her daughter Claudia Rose Pfeiffer is 24 and son John Henry Kelley is 22. This has given her the ability to take on more roles. This year, she'll be seen in HBO's The Wizard of Lies"" alongside Robert De Niro  Aronofsky's ""Mother!"" and an adaptation of Agatha Christie's ""Murder on the Orient Express  which will also star Johnny Depp, Josh Gad and Penelope Cruz. She also starred in the indie film Where Is Kyra?"" which premiered earlier this year."	Legit
Celebrity	Jake Gyllenhaal Is Not Here for Taylor Swift Questions	Left, by Mike Pont/ ireImage; Right, from GC Images, both from Getty Images.	Legit
Celebrity		Taylor Swift seems to be naked in new music video	Legit
Education	This Teacher Has Personalized Handshakes For All 40 Of His Students	A 5th grade teacher in Charlotte, North Carolina knows education alone isn't necessarily enough to get his students excited for class. So he's using personalized handshakes instead. 	Legit
Technology	After exposure to YouTube content, AT&T, Verizon to double ad campaign	"After their ad campaigns received tremendous exposure with adult rated content featuring nudity and pornography on YouTube. AT&T and Verizon have pledged to double their ad campaigns with YouTube.  Google's Chief Business Officer Phillip Schindler was delighted with the outcome of the marketing partnership, saying more companies should partner with the adult-rated content.  ""They never thought their ads could get this much viewership.  It is a literal gold mine for them,"" Schindler wrote in his blog."	Fake
Business	EU Nationals Punish Brits for Brexit	"Restaurants are being forced to enslave young school aged children to work in their industry.  ""The restaurants have no choice."", said a Pret, a manager at a UK based sandwich shop.  Since EU officials refuse to do business since the break up, and fewer nationals are being sent, low skilled workers are becoming a scarcity.  Restaurants have decided to force, about 500 students, into working for free, promising an internship in the future.  This is total slavery of the middle class and they are being tricked into thinking this is education.  Lawyers are looking into this and lawsuits from parents are already showing up."	Fake
Celebrity	Cameron Diaz	The Resume	Fake
Celebrity	Kitesurfing, Lunch with Bono, Golfing in Hawaii: All About the Obamas' Life Now	They've broken free of the  hite House bubble and they're not looking back.	Legit
Business	 Gold Set to Soar to $1	"500 as Inflation Makes a Comeback  ""Gold is poised to rally to levels last seen four years ago as rising inflation and negative real interest rates combine to boost demand  according to Incrementum AG  which says that the precious metal may be in the early stages of a bull market. Prices may climb to $1 400 to $1 500 an ounce this year  said Ronald-Peter Stoeferle  managing partner at the Liechtenstein-based company  which oversees 100 million Swiss francs ($101.5 million). Spot bullion -- which was at $1 249 on Wednesday -- last traded at $1 400 in September 2013."	Legit
Technology	"Google has a new feature called ""find a friend"". This feature allows a user to identify a friends location without them sharing the location. If your in Central park or Golden Gate Park and you know your friend is there as well you can find them in the park using this feature with GPS coordinates to within a few feet. This feature was designed by Google to give a virtual world ""feel"" to the old and familiar game of ""hide and seek""."	"Tomi Lahren is known for her online video discussions on feminism and women's rights.  She is loved by both liberals and conservatives for speaking her mind and speaking up for both women and minorities.  In one video she says, ""Feminists are about the freedom of expression.  It doesn't matter your size or sexual preference.""  Lahren may be a young (25-year-old) woman, but her comments and videos are filled with kindness and support.  For example, in one video she states, ""Syrian refugees fleeing for their lives, and the lives of their children, are brave souls leaving behind their home and country.""  She later tweeted, ""America is known for faith, family, and freedom.  Please, remember these ideals and accept and help Syrians trying to enter into our country."""	Fake
Celebrity	Ellen DeGeneres sends her producer to another haunted house	This is probably the one time of year you don't want Ellen DeGeneres as your boss.	Legit
Technology	Amazon's Alexa adds preemptive shopping data to know what you want	After years of extensive research and data collection at Amazon, Their AI department has now developed precognition shopping software! Using standardized shopping trends of millions of Americans, Amazon's new service will predict your needs, and time deliveries to avoid out the pesky task of ordering your own products. Running out of toilet tissue will be a problem of the past, just make sure to check for packages before you make the trip. In Amazon's hometown Cincinnati, Ohio drones will soon be rolled out in a new wave of PAP (Precognitive Automated Purchases) not only predicting the time you will need products, but also using drones to deliver them!	Fake
Politics	Clinton encourages followers to embrace a Trump presidency	"Hillary Clinton conceded her loss graciously on Wednesday by applauding Donald Trump for his victory and encouraging the American public to embrace his leadership wholeheartedly. Clinton told an attentive crowd, ""Donald Trump is going to be our president. I hope that he will be a successful president for all Americans."" This acceptance of her opponents victory was met by the roar of applause. Clinton continued, ""I still believe in America and always will. And if you do, then we must accept this"" outcome. This statement by Clinton brings an end to her often-tumultuous election campaign and shows that, true to his words, Trump is already proving to be a unifying force in American politics."	Fake
Celebrity	Caitlyn Jenner Looks to New Girlfriend for Support as She Goes Deaf	The wrath of the Kardashians is the least of Caitlyn Jenner’s worries these days. At the age of 66, the Olympian is losing her hearing and now has to rely on listening aids in her everyday life.	Fake
Celebrity	Ryan Seacrest: Subway Performances Are 'Best Shows In New York' (VIDEO)	Ryan Seacrest not only takes the New York subways, but he also appreciates the occasional performances on the trains. On Tuesday, the “Live” co-host recorded and expressed how much he enjoyed a subway singer performing The Temptations’ “I Got Sunshine” and Ben E. King’s “Stand By Me” while riding the underground rails with everyday New Yorkers. See the video below.	Legit
Politics	Trump targets tech's H-1B visa hiring tool	SAN FRANCISCO - President Trump's relationship with Silicon Valley has always been volatile at best, but it seems things soon may get even more contentious.	Legit
Celebrity	Yes, Kim Kardashian And Kanye  est Are Signing A Prenup, But Guess  ho Is  orth More	The fact that Kim Kardashian and Kanye  est plan to sign a prenuptial agreement probably won't come as a surprise to many, but recent claims on who is worth more probably will.	Legit
Business	Macron and Le Pen Fight for Votes	"Anticipating French Election Runoff ""With more than four weeks still to go before the second round of voting Marine Le Pen and Emmanuel Macron are already campaigning like they were the only candidates left in the race to become France's next president. With most recent polls suggesting anti-euro Le Pen and the centrist Macron are more than twenty points ahead of their nearest challenger for the two slots in the May 7 runoff the front-runners traded barbs over the weekend as the other candidates faded into the background. Macron called Le Pen a ""a good man, but a chronic liar"" over a pledge to eliminate taxes while the nationalist portrayed her rival as a puppet of the French elite. On Europe 1 radio on Monday she said he's soft on migration."""	Fake
Celebrity	Are Taylor Swift and Jake Gyllenhaal Dating Again?	"There are reports that Taylor Swiftis trying to rekindle her relationship with ex-boyfriend Jake Gyllenhaal. OK! Magazine is reporting that the "" ildest Dreams"" singer has been contacting her ex ever since he has been in New York City starring in the Broadway show called Sunday in the Park  ith George."	Fake
Business	Hedge fund exec whose former firm was linked to Madoff jumps to his death, kills Russian diplomat	. 	Fake
Politics	In Second Debate, Donald Trump and Hillary Clinton Spar in Bitter, Personal Terms	"Donald J. Trump and Hillary Clinton collided in an almost unremittingly hostile debate on Sunday night, a 90-minute spectacle of character attacks, tawdry allegations, and Mr. Trump's startling accusation that Mrs. Clinton had ""tremendous hate in her heart."""	Legit
Celebrity	Blake Griffin: Did He Kick His Baby Mama Out For Kendall Jenner?	It's only been a few weeks since the world learned that Blake Griffin and Kendall Jenner are dating, but it looks as though the lanky couple is moving very fast.	Fake
Celebrity	"Miley Cyrus Reflects on Her Breakup  ith Liam Hemsworth: ""I  as on the Right Path"""	"Miley Cyrus recently dropped her new single, ""Malibu,"" which is clearly inspired by her rekindled relationship with Liam Hemsworth, and during an interview with SiriusXM's Hits 1 in Hollywood earlier this week, the 24-year-old singer further opened up about her 2013 split from Liam. ""I think — know — that everything is happening for the right reason, and I knew that when we weren't together for the first time,"" Miley said of the advice she would give her younger self. ""I didn't know if that was the end of it, or if we'd be back together again, but knew that wherever I was going, I was on the right path."""	Legit
Celebrity	Jim Carrey Says He Has Sailed a 'River of Sorrow' in Emotional Stage Appearance	The 55-year-old comedian stopped by documentarian and activist Michael Moore‘s Broadway show The Terms of My Surrender on Thursday night for a candid conversation about the current political climate in the wake of president Donald Trump‘s election.	Legit
Celebrity	Fans think Taylor Swift and Drake might be dating - here's all the evidence	Fans think Taylor Swift and Drake are dating. 	Legit
Celebrity	Taylor Swift's camp denies that singer is launching her own streaming service	A source close to Taylor Swift has reportedly denied suggestions that the singer is set to launch her own streaming service.	Legit
Politics	Presided Trump pretends to be a worker bee	"President Trump agreed to participate in the undercover boss discovery mission. Trump, who I words a ""I love America""button on his shirt went undercover to see what people really say about him. He tried his best to emulate a regular working class person. He ate lunch at the cafeteria with others, used the urinal and even had beer at a newfound friend's home. After shortly being discovered Trump met with the whole company and provided free, outside lumnch for the month exclaiming he couldn't believe they ate that type of food"	Fake
Business	London Stock Exchange has dropped Merger with Deutshe Boerse	The London Stock Exchange has dropped it's plan to merge with Deutshe Boerse.  The LSE said earlier this week that the deal was a almost a done deal, and they were taking the final steps to obtain the European Commission clearance.  The commission has asked the LSE to keep it's 70% stake in MTS a fixed-income trading platform.  The LSE is very excited about this request.  They believe it will help the decrease in profits reported for 2016.  LSE said their profit has tumbled from $623.1m to $516.4m in the past year.  They are hoping to finalize the merger over the next couple of weeks and soon after see their profits begin to increase.	Fake
Technology	Ban for right hand users	The U.S. government is temporarily banning passengers on flights that leave out for the next 2 weeks. The government will determine lefties from eighties by quickly throwing a ball at unsuspecting passengers. Because of the quick reflex at is required e person's dominant hand will be shown and revealed. The reason for this ban is not immediately clear ands officials would not comment. A second official stated that is would only be a temporary inconvenience and try hope all involved will be patient.	Fake
Celebrity	JENNIFER ANISTON HINTS AT FRIENDS REUNION	"Jennifer Aniston is making Friends fans very happy! The actress hinted she would be open to appearing in a reunion of the hit NBC show. ""The only thing I can think of doing is maybe for fun doing a Thanksgiving episode,"" Aniston said on a British talk show. However, a spokeswoman for  arner Bros., the studio that produced Friends, told the New York Post that there has been no preliminary discussions about a Friends reunion show."	Fake
Education	STEM Students Create Winning Invention	STREAMWOOD, Ill. (AP) -- It's a small generator that could power a small light, but the invention could pay some big dividends for a group of Streamwood High School students.	Legit
Business	 Toshiba's Westinghouse files for US bankruptcy	Westinghouse  Toshiba's US nuclear unit  has filed for US bankruptcy protection. The US firm has struggled with hefty losses that have thrown its Japanese parent into a crisis  putting the conglomerate's future at risk. Westinghouse has suffered huge cost overruns at two US projects in Georgia and South Carolina. Toshiba said the bankruptcy would not affect Westinghouse's UK operation  which employs more than 1 000 workers. However  the firm warned that the writedown of its US nuclear business could see Toshiba's total losses last year exceed 1 trillion yen ($9.1bn; £7.3bn)  almost triple its previous estimate. The Japanese government confirmed on Wednesday that it was aware of Toshiba's plans.	Legit
Business	 No	"you can't pay your interns with free food  ""Finding people to work is challenging  particularly for restaurants. Pret a Manger  a U.K. based sandwich shop chain is no different. To meet this challenge  executives there decided to try something new: a one-week internship for about 500 teenagers to  according to a company statement in the Guardian  ""get exposure to aspects of our business including food production  customer service  social responsibility [care for the homeless] and financial control.""  It seemed like a good and much needed idea–particularly in the U.K. where finding low-skilled labor is projected to becomeincreasingly difficult as the effects of Brexit takes hold and fewer EU nationals make their way to England. ""British schools and parents don't always take careers in the hospitality industry seriously  but they really ought to  the company wrote in its blog."	Legit
Technology	Yahoo Reveals Massive Breach of Data from 500M Accounts	"Popular web portal Yahoo said today that it believes a ""state-sponsored actor"" stole information relating to some 500 million user accounts from its network at the end of 2014."	Legit
Celebrity	"Former Beatle Ringo Starr Claims the ""Real"" Paul McCartney Died in 1966 and  as Replaced by Look-Alike"	Beverly Hills| The former drummer of the Beatles, Ringo Starr, surprised the world this morning during an interview in his luxurious Californian residence, when he admitted that the 45-year old rumors about the alleged death of Paul McCartney in 1966 were actually true.	Fake
Celebrity	Report: Star Ariel  inter  ants To Get Pregnant ‘ASAP’	Actress and former Modern Family star wants to get pregnant as soon as possible, according to a new report.	Fake
Technology	Amazon's Alexa adds Prime Now to its voice shopping	Running out of toilet paper will never be the same again.	Legit
Sports	Jimmy Anderson retires from sport after England Test Summer	"Jimmy Anderson, England's all-time leading wicket-taker, announced today his retirement from the sport.  The Lancashire swing bowler turns 35 in July.  Anderson has been inflicted with a problematic shoulder all year.  He missed England's final test in India in the December, and has missed five tests because of injury in England's last 11.  Anderson had spent the remaining part of the winter recuperating and resting to get his shoulder ready for the next upcoming season.  Remarked Anderson ""I want to thank all my fans that supported me through the years.  I must accept that to continue pursuing the sport will put my long term health at further risk.  Therefore I decided to begin to pursue other ventures in my life."""	Fake
Entertainment	 Elton John celebrates 70th birthday with star-studded party	"Elton John knows how to throw a party  and he didn't disappoint when he turned 70 on Saturday night. The English singer gathered his friends  family and many A-listers to fete him inside Red Studios in Los Angeles. The evening was hosted by Rob Lowe and featured performances by Stevie Wonder  Lady Gaga  Ryan Adams and more. At one point during the party  Wonder performed his iconic rendition of ""Happy Birthday"" with help from Lady Gaga. Other celebrities attended the gala  which also served as a benefit for the Elton John AIDS Foundation and the Hammer Museum at UCLA. Neil Patrick Harris  Jon Hamm  Heidi Klum  Dakota Johnson  Jennifer Tilly and Katy Perry were all spotted at the party."	Legit
Politics	Woman arrested three times as she tries to see President Trump	(CNN)A woman arrested late Tuesday night after she allegedly attempted to gain entry to the White House has been arrested two more times nearby. Police said she has told them she was there to speak to President Donald Trump.	Legit
Education	Administration Sets New Rules for Federal Child Care Program	The Obama administration set new standards and quality control measures for the federal child care subsidy program Friday, requiring states to perform criminal background checks on educators and to conduct annual unannounced inspections at child care centers.	Legit
Celebrity	Did Charlize Theron Break Keanu Reeves' Heart By Dating Sean Penn?	Charlize Theron may have broken Keanu Reeves' tender heart by hooking up with fellow thespian Sean Penn.	Fake
Sports	Lauren Jeska id free to spoon with fellow athlete Ralph Knibbs. After much debate as to whether a person can be forced to be the little spoon, the magistrate has determined that everyone must take turns and that in this case, transgender did not qualify Jeska to identify solely as the big spoon, regardless of anatomical enhancements or attributes. Birmingham Crown Court also added that while one could identify as whatever one chose, all parties would still have to play nice or face a time out.	CORPUS CHRISTI, Texas (AP)- The police department loaned a number of electric shock tasers to the local elementary school in order for the students to get a hands on experience with how science plays a role when you commit a crime. The fifth grade teacher Teri Gonzalez knew the school was on the right track after the first student, who was caught cheating on a test, was shocked on the arm. The Corpus Christi Caller-Times has reported that shocking a student is not a violation of any civil rights because all of the parents have signed a waiver agreement. The school has noticed that cheating has been reduced to zero.	Fake
Celebrity	Fake Pregnancy? Beyoncé's Twin Baby Bump Is Raising Questions	Beyoncé is once again being called out for faking her pregnancy! Radaronline.com had a celebrity Photoshop expert weigh in on the faux double-baby bump.	Fake
Sports	Signed autograph of Michael Jordan's 'Basketball' auction sets sports memorabilia record	"""The famous basketball legend Michael Jordan autographed basketball sold in Ebay's live auctions Friday for more than $5 million setting a record for the highest sales price for sports memorabilia according to Sotheby's which conducted the auction. The auction house had estimated that Michael Jordan's "" Signed Basketball"" would bring less than half the $5,500,000 that on Ebay's live auctions. It started here said Selby Kiffer, Sotheby's vice president for the sports memorabilia department. Naismith, a Canadian physical education instructor working at a New England YMCA, created the game of Basket Ball"" so students could play a sport indoors in winter. Naismith had no idea his invention would catch on so rapidly after the YMCA movement introduced it on an international level."""	Fake
Education	Harvard Law, Moving to Diversify Applicant Pool, Will Accept GRE Scores	Harvard Law School, moving to open its doors to a larger, more diverse pool of applicants, said on Wednesday that it would accept the graduate record examination, known as the GRE, for the admission of students entering its fall 2018 class.	Legit
Education	How Companies and Colleges Can Get the U.S. Back to Work	"Last Friday, the Labor Department announced that the U.S. economy had enjoyed a record 76 consecutive months with job gains. Yet at the same time, the U.S. Chamber of Commerce reports that 5.6 million jobs remain unfilled because of a pernicious ""skills gap"" -- or mismatch between employers' needs and workers' abilities. In a Business Roundtable survey, 45 percent of C-suite executives say hiring is particularly difficult in so-called STEM fields, those requiring expertise in science, technology, engineering and math. "	Legit
Celebrity		Kanye  est Enraged Taylor Swift Referenced Kim Kardashian’s Robbery In Music Video	Fake
Entertainment	Benedict Cumberbatch welcomes 5th child	"People confirmed that actor Benedict Cumberbatch and his girlfriend, Sophie Hunter, welcomed a son, Hal Auden Cumberbatch on March 18th.  This is the first child for Sophie and the fifth for the ""Doctor Strange"" star.  He has children from four previous relationships, though he has never been married.  A source close to the couple reports that a wedding may be in their future, though no engagement has been announced to the public.  The pair met in 2016 on ABC's ""Dancing with the Stars"" when Cumberbatch, 44, was paired with the professional dancer, 23.  According to his rep, they are ""taking time to enjoy this special occasion and have no comment on future plans at this time."""	Fake
Technology	Following YouTube gaffe, AT&T, Verizon may pull most of their ads from Google	After their ads appeared next to extremist content on YouTube, telecom companies AT&T and Verizon said they were going to pull their ads from the video site. But the fallout may go further than just YouTube.	Legit
Politics	Trump's next legislative target:  tax reform	"While he may have failed (at least for now) on his promise to repeal and replace Obamacare, President Donald Trump reassured the country that the fight wasn't over, a statement echoed by Vice President Mike Pence.  He went on to spell out his next goal - eliminating the federal income tax.  ""Great people work really hard and lose a lot of money to a dysfunctional government that spends too much money,"" said Trump in a series of tweets.  ""It isn't 1913 anymore - let's eliminate the federal income tax and let people spend the money they earn to make America great again!"""	Fake
Celebrity	Digital Diva! Inside Caitlyn Jenner’s Secret Cyber Hookups	RadarOnline.com has exclusively learned that Caitlyn Jenner is exploring her sexuality online and has been enjoying a string of secret cyber “hookups”.	Fake
Celebrity	BREAKING: Drake Reportedly Had A ' EED OVERDOSE' . . . Cancels Show!!	Drake Reportedly Had A ' EED OVERDOSE' . . .  as Forced To CANCEL His Latest Concert Performance!!!	Fake
Celebrity	" hat Taylor Swift and Joe Alwyn’s ""Very Normal"" Relationship Is Like"	"Taylor Swift and Joe Alwyn are currently doing the private relationship thing: They haven’t stepped out in public together and the only way Swift has talked about her British boyfriend of almost a year is through song (""…Ready For It?"" and ""Gorgeous,"" according to fans). But Us  eekly has a report on how things are going for the two these days. Alwyn and Swift are “very much in love,” a source told the outlet."	Legit
Politics	Trump Calls Democrats Smarter Than His Party	The American Health Care Act was pulled from an anticipated vote after it was obvious to President Trump and his big brain that he actually prefers the Obamacare. Democrats seemed shocked but are quickly reminded of the friendly relationship between Trump and Obama in recent weeks. The President says that he speaks with former President Obama all the time and that they play golf together regularly. Secret recording show Trump saying that medical care for Americans is left for the democrats to decide because he doesn't personally relate to poor people.	Fake
Celebrity	A Detailed History of Selena Gomez and Justin Bieber’s On-Again, Off-Again Relationship	2,518 days ago, Justin Bieber and Selena Gomez were spotted—arm in arm—at a Philadelphia IHOP. And so began the long, complicated, and endless saga of “Jelena,” which, in its latest of many twists, has the on-again, off-again couple “hanging out” again amidst news of Gomez’s breakup with The  eeknd.	Legit
Politics	First on CNN: Border wall ask: $1 billion for 62 miles	Washington (CNN)The Trump administration wants the first $1 billion of border wall funding to cover 62 miles -- including replacing some existing fencing along the southern border. 	Legit
Celebrity	'Au revoir for now': Kate and  ills bid a fond farewell to Paris after wowing the French during their two-day Brexit charm offensive 	Duke and Duchess of Cambridge waved goodbye to Paris after their successful two-day tour 	Legit
Business	 BrewDog threatened lawsuit against plan for bar with 'punk' in name	"BrewDog threatened legal action to prevent a bar from using the term ""punk"" in its name  it has emerged  a day after the brewer blamed ""trigger-happy"" lawyers for a similar dispute that sparked a social media backlash. The brewer  which has been a vocal critic of the behaviour of large corporations  raised an objection to plans by music promoter Tony Green to open a bar in Leeds called Draft Punk. Green  who says the name was a tongue-in-cheek reference to French dance music act Daft Punk  said the ""intimidating"" threat contravened the punk movement spirit that BrewDog claims to espouse."	Legit
Business	 EU Blocks Deutsche Boerse's $14 Billion Takeover of London Stock Exchange	"European Union regulators dealt a final blow to Deutsche Boerse AG's planned takeover of London Stock Exchange Group Plc  a symbolic block on EU-U.K. integration on the same day Britain formally serves notice of its decision to quit the EU. The $14 billion deal to create Europe's biggest exchange would have harmed competition in the soon-to-be 27-nation EU by creating a de facto monopoly for clearing bonds and repurchase agreements  the European Commission said in an emailed statement Wednesday. The decision  flagged last month by LSE  thwarts Deutsche Boerse's expansion just five years after the EU also banned a proposed tie-up with NYSE Euronext. ""The commission cannot allow the creation of monopolies and that is what would have happened in this case  Margrethe Vestager, the EU's antitrust commissioner, told reporters in Brussels. LSE was not prepared"" to sell a small unit that would have removed concerns that the combined firm could have weakened rival Euronext NV. EU regulators have become increasingly tough on big deals  demanding weighty concessions to eliminate overlapping businesses amid concerns that a combined firm could dominate an industry and increase prices. While this is the second time that Vestager has formally blocked a merger  several transactions have been ditched over antitrust opposition."	Legit
Entertainment	How 'Bones' bred a new generation of female scientists	"Fox's ""Bones"" is coming to an end on Tuesday having produced 246 episodes of often-gory crime cases  cracked by a team led by the brilliant Dr. Temperance Brennan (Emily Deschanel). For some female viewers of the long-running series  the show has been about much more than entmt; it's encouraged them to pursue a career in science. Morgan O. John is one of them. She's a ""bonehead"" -- a term of endearment used by fans of the show to describe themselves as a collective -- but also anything but. The 22-year-old is just months away from completing a double major in anthropology and French at Texas Christian University in Fort Worth  Texas. Growing up in what she describes as "" a very  very  very  isolated rural town in Southwest Louisiana  many head to work or the nearest community college after graduating from high school and live quiet  uncomplicated"" lives."	Legit
Celebrity	Anorexic Angelina Jolie  asting Away	Angelina Jolie’s rail-thin figure is prompting close pals to call for an intervention to save her from death!	Fake
